train_acc,train_loss,val_acc,val_loss
0.74838,0.80486554,0.8365822784810127,0.4747548
0.8582900000000001,0.39949837,0.8680379746835442,0.37798926
0.8726400000000001,0.34806097,0.873481012658228,0.34582636
0.88281,0.31667736,0.8793670886075949,0.34004968
0.89039,0.29589573,0.8858227848101267,0.3179697
0.8933500000000001,0.28081948,0.8879746835443039,0.31793392
0.8985799999999999,0.26454657,0.8858227848101267,0.31934512
0.9026799999999999,0.25085184,0.890126582278481,0.3085783
0.90646,0.23820108,0.8937341772151898,0.30448255
0.91211,0.22507998,0.8892405063291139,0.33033264
0.91496,0.21287689,0.8852531645569619,0.34315833
0.9168,0.20435669,0.8889873417721521,0.3288203
0.92201,0.19311792,0.8881645569620253,0.35061017
0.9244399999999998,0.18394522,0.8868987341772152,0.356106
0.92776,0.17466782,0.8843037974683544,0.37467977
0.93087,0.1672205,0.8855063291139238,0.39971867
0.9337399999999999,0.15798643,0.8864556962025316,0.3823333
0.9371199999999998,0.15133412,0.8843037974683542,0.43391582
0.94023,0.14358911,0.8836075949367088,0.43207136
0.9423699999999999,0.13894178,0.8808860759493672,0.4546473
0.9453299999999999,0.1319245,0.882278481012658,0.45962572
0.94798,0.12439789,0.8815822784810126,0.46921375
0.95034,0.12130948,0.8777215189873419,0.49200383
0.9525,0.11600464,0.8803797468354428,0.5012237
0.95404,0.11165811,0.880379746835443,0.5228117
0.9562200000000001,0.105753765,0.8805696202531645,0.54708034
0.95775,0.1027617,0.8825949367088607,0.5349151
0.9605499999999999,0.097450696,0.874113924050633,0.60555613
0.9613500000000001,0.09468666,0.8786708860759492,0.61516696
0.9617,0.09308322,0.8774683544303798,0.5638787
0.9638300000000001,0.089210376,0.8749367088607594,0.57537234
0.9648900000000001,0.087523,0.8764556962025317,0.65997595
0.96553,0.08537044,0.8801265822784812,0.5836789
0.96794,0.07964203,0.8775316455696203,0.62452644
0.9683700000000001,0.078194864,0.8741139240506328,0.67980474
0.9703300000000001,0.07475294,0.8759493670886076,0.70527184
0.97103,0.07350619,0.8774050632911392,0.6808538
0.97143,0.07263376,0.8754430379746835,0.6773369
0.9726500000000001,0.069567,0.875,0.6880164
0.9735800000000001,0.06845609,0.8714556962025316,0.70701027
0.9743500000000002,0.066433765,0.8768987341772151,0.72058433
0.9739200000000001,0.06766249,0.8743037974683543,0.7444599
0.9758000000000002,0.06251452,0.8706329113924051,0.74871546
0.9763700000000001,0.06056153,0.8770253164556961,0.74171185
0.9767200000000001,0.060631577,0.8727848101265823,0.7762461
0.9778900000000001,0.058273185,0.8708860759493671,0.74749994
0.9772600000000002,0.059402846,0.8744303797468356,0.7638968
0.9790100000000002,0.055333573,0.8789873417721519,0.78345406
0.9791700000000001,0.05413044,0.874746835443038,0.8362953
0.9801300000000001,0.05353542,0.8751898734177215,0.7832804
