train_acc,train_loss,val_acc,val_loss
0.7120599999999999,0.9424852,0.8306962025316456,0.49576062
0.84012,0.46338773,0.8578481012658229,0.40961668
0.8593800000000001,0.39757136,0.8681012658227848,0.370366
0.8678299999999999,0.36363524,0.866012658227848,0.36647338
0.87521,0.34214842,0.8672151898734176,0.35600013
0.8792300000000001,0.32526392,0.8774050632911392,0.34795427
0.88495,0.31005692,0.8727848101265823,0.352233
0.8885700000000001,0.30103418,0.8825316455696203,0.3321523
0.89122,0.28948358,0.8813291139240507,0.32693854
0.8944500000000001,0.28093702,0.8839240506329114,0.32527348
0.89776,0.2704284,0.8859493670886077,0.32359058
0.89739,0.26468822,0.8859493670886077,0.32717264
0.9023300000000001,0.25517568,0.8893037974683544,0.3190836
0.9037200000000001,0.24767584,0.8805696202531645,0.35478827
0.90615,0.2419952,0.8869620253164557,0.32185617
0.90774,0.23545294,0.8858860759493671,0.34397483
0.90854,0.23006025,0.8889240506329114,0.3250844
0.91272,0.22250359,0.8860759493670886,0.34680372
0.91384,0.21762183,0.8865189873417721,0.33886087
0.9161099999999999,0.20998509,0.8825949367088609,0.36039984
0.91736,0.20711865,0.8830379746835444,0.36179525
0.91901,0.2005925,0.8820253164556959,0.3587858
0.92102,0.19657454,0.8881012658227849,0.33864716
0.92279,0.19029757,0.8834810126582279,0.37219182
0.92443,0.1859328,0.8784177215189873,0.41875187
0.9256899999999999,0.18159337,0.8777215189873419,0.4133455
0.92787,0.17731106,0.8799367088607595,0.42247158
0.9298299999999999,0.17143731,0.8802531645569619,0.41910157
0.93053,0.1694038,0.8837341772151899,0.41715202
0.93243,0.16356176,0.8787974683544305,0.41838855
0.9343299999999999,0.16007838,0.8815189873417724,0.4090661
0.9356199999999999,0.15688744,0.875253164556962,0.43820387
0.9372899999999998,0.15356809,0.8759493670886076,0.4524483
0.93806,0.14897355,0.8761392405063292,0.44457316
0.93911,0.14627929,0.8766455696202531,0.46631873
0.94146,0.14110358,0.8737341772151898,0.48169193
0.9427300000000001,0.13974021,0.8755696202531648,0.48947772
0.9433499999999999,0.13673162,0.8786708860759492,0.4857029
0.94629,0.13156983,0.8750632911392404,0.52974635
0.9455,0.13118634,0.8753164556962024,0.5096973
0.9465999999999999,0.13031602,0.8751898734177214,0.48401332
0.94897,0.122499466,0.875126582278481,0.49014136
0.9496499999999999,0.12313645,0.8727215189873417,0.5370443
0.95046,0.120754346,0.8753164556962026,0.546962
0.9522,0.11661763,0.869620253164557,0.575927
0.9521000000000001,0.115204535,0.870759493670886,0.55949736
0.9539999999999998,0.111838564,0.8721518987341771,0.5686901
0.9548499999999999,0.11101024,0.8756329113924051,0.5344809
0.95605,0.10809911,0.8720886075949369,0.6243101
0.95753,0.10633639,0.8729113924050634,0.6093126
