train_acc,train_loss,val_acc,val_loss
0.54401,1.5862426,0.7295569620253165,0.8599413
0.7650699999999999,0.73765343,0.7941772151898735,0.62207395
0.80015,0.61103517,0.8128481012658229,0.54556257
0.8174600000000001,0.54673374,0.8232911392405065,0.5230877
0.8284400000000001,0.50799793,0.825632911392405,0.4908761
0.8381099999999999,0.47627363,0.845379746835443,0.4559924
0.84324,0.45561844,0.8404430379746834,0.46599782
0.8478399999999999,0.43913665,0.8594936708860759,0.4170871
0.85315,0.4225592,0.8594303797468353,0.41395396
0.8580699999999999,0.40752995,0.8598101265822786,0.39666003
0.86029,0.39871547,0.8528481012658228,0.4163404
0.8630599999999999,0.38846582,0.8656329113924052,0.38867795
0.86518,0.3791575,0.870253164556962,0.37097618
0.86852,0.37151453,0.8643037974683544,0.37746364
0.8706900000000001,0.36322254,0.8706329113924051,0.3606454
0.87248,0.35781267,0.870379746835443,0.36556593
0.87426,0.35152334,0.8695569620253165,0.3756154
0.8767199999999999,0.3453687,0.8734177215189873,0.3572335
0.8767999999999999,0.34096998,0.8708227848101264,0.35914797
0.8784500000000001,0.33629405,0.8739873417721519,0.35424143
0.88103,0.32897004,0.8768354430379747,0.34878787
0.88032,0.32771188,0.8743037974683543,0.35193267
0.88198,0.323726,0.8781012658227849,0.3429519
0.88377,0.3189525,0.8812658227848101,0.3405378
0.8851800000000001,0.31606963,0.8764556962025317,0.36295187
0.8862300000000001,0.31152257,0.8701898734177216,0.36260855
0.88707,0.30883393,0.8736075949367087,0.35040268
0.8892100000000001,0.30577204,0.8775949367088606,0.35671315
0.88825,0.30282104,0.8845569620253164,0.3269155
0.8899400000000001,0.30048797,0.8807594936708859,0.33456025
0.89039,0.2977384,0.8820253164556963,0.33190063
0.8926000000000002,0.2941202,0.8789873417721519,0.3404446
0.8926000000000001,0.29229537,0.88373417721519,0.33049572
0.89262,0.28943717,0.8787974683544303,0.34104693
0.89351,0.2879721,0.8838607594936709,0.33140075
0.89456,0.28334233,0.8838607594936707,0.33156237
0.8941399999999999,0.2830974,0.8838607594936712,0.32950854
0.89527,0.28009003,0.8855696202531647,0.3250942
0.89699,0.27696392,0.8761392405063292,0.348314
0.89617,0.27681842,0.8786075949367088,0.337308
0.89815,0.2731986,0.884240506329114,0.33228374
0.8982800000000001,0.27104083,0.882278481012658,0.33240592
0.89901,0.27090633,0.8794303797468354,0.33698246
0.8987,0.26861304,0.8867088607594936,0.32663658
0.89989,0.2670009,0.8772784810126583,0.34437013
0.9000199999999999,0.2650669,0.8817721518987344,0.32963717
0.90063,0.26324493,0.8828481012658228,0.33587748
0.9014500000000001,0.26143378,0.8804430379746835,0.3409134
0.9018100000000002,0.2600106,0.8781012658227849,0.33927616
0.90181,0.25915638,0.8789873417721519,0.33943075
