train_acc,train_loss,val_acc,val_loss
0.60358,1.3857564,0.7287974683544304,0.88035166
0.75284,0.8003274,0.7754430379746835,0.72034496
0.7840900000000002,0.6853173,0.7963924050632913,0.6461862
0.8063299999999999,0.612027,0.7974683544303799,0.61287296
0.81872,0.56402385,0.8212658227848101,0.5371022
0.83151,0.5240937,0.8409493670886076,0.48763874
0.83923,0.49463293,0.8427848101265825,0.47577813
0.84514,0.4724679,0.8460126582278482,0.46251482
0.8507,0.45213744,0.8537974683544303,0.43920213
0.85468,0.4353785,0.8551265822784812,0.43096066
0.85876,0.42394486,0.8576582278481012,0.41848722
0.86008,0.41321197,0.86,0.41251093
0.86526,0.40019915,0.8631645569620253,0.41356486
0.8666,0.39480984,0.8622151898734176,0.4000001
0.86918,0.38538477,0.8675316455696203,0.39008033
0.87026,0.37882665,0.8672784810126583,0.39071414
0.8723399999999999,0.3718671,0.8711392405063292,0.38160992
0.8754400000000001,0.36583957,0.8710759493670885,0.3800276
0.87554,0.36081392,0.8674683544303797,0.38108936
0.8774100000000001,0.35568014,0.8685443037974685,0.38860768
0.87865,0.350877,0.8761392405063292,0.37022084
0.87962,0.34658045,0.8686708860759493,0.37816632
0.88089,0.34349474,0.8719620253164557,0.36823002
0.88168,0.3389243,0.8717088607594934,0.36690745
0.88281,0.33573124,0.8746202531645569,0.3697625
0.88364,0.33218256,0.8724050632911393,0.36950934
0.8863099999999999,0.3286003,0.8680379746835444,0.3814948
0.88576,0.32603443,0.8779113924050631,0.35818824
0.88697,0.32276553,0.8758227848101263,0.36112392
0.88805,0.3213723,0.8693037974683544,0.36529887
0.88706,0.31959498,0.8759493670886076,0.3643299
0.88922,0.31519032,0.8761392405063292,0.35530818
0.8896900000000001,0.313738,0.8758860759493674,0.3693084
0.8899300000000001,0.31167084,0.8745569620253163,0.35997996
0.8901700000000001,0.310717,0.8772784810126582,0.35842755
0.89079,0.30615762,0.8759493670886075,0.36315694
0.891,0.30689862,0.8777215189873419,0.35819688
0.8921000000000001,0.30335218,0.8785443037974684,0.35746127
0.89342,0.30016804,0.8755696202531645,0.36627483
0.89401,0.2993322,0.8763924050632911,0.35700247
0.8936499999999999,0.29754156,0.8785443037974684,0.35536477
0.89364,0.2965571,0.8713291139240508,0.3664403
0.89486,0.29499716,0.8721518987341773,0.36521068
0.8950300000000001,0.29424933,0.8782278481012658,0.3587574
0.8956900000000001,0.29164752,0.8736708860759493,0.36607176
0.8956900000000001,0.29026568,0.8731012658227847,0.35563576
0.89647,0.2884356,0.8725316455696202,0.36814326
0.8961,0.28857362,0.8746202531645572,0.36727467
0.8982100000000001,0.2857136,0.871772151898734,0.3696405
0.8976399999999999,0.2852734,0.8748101265822785,0.36642557
